no	term	description	keywords	aliases	topic	figure_id	source_id	source_title	source_authority	source_version	source_page_or_section	effective_date	reviewed_at	reviewer	approval_status
38	Haplogroup hiếm gặp nào cần được chú ý trong phân tích di truyền?	Biểu đồ cột làm nổi bật các Haplogroup hiếm gặp qua các cột thấp, giúp người dùng chú ý đến những nhánh ít phổ biến nhưng có giá trị cao trong phân tích nguồn gốc. Việc phát hiện sớm các Haplogroup hiếm hỗ trợ bổ sung dữ liệu tham chiếu kịp thời. Trong giám định hài cốt, điều này nâng cao khả năng xác định chính xác nguồn gốc di truyền của mẫu.	bar chart, Haplogroup, số lượng mẫu, macro-haplogroup, M, B, Việt Nam, phân bố		figure_faq	bar2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
39	Macro-haplogroup M chứa các nhánh con nào và chiếm tỷ lệ bao nhiêu phần trăm?	Biểu đồ cột cung cấp cái nhìn chi tiết về macro-haplogroup M và các nhánh con của nó trong quần thể Việt Nam, giúp hiểu rõ hơn về nguồn gốc di truyền Đông Á. Người dùng có thể so sánh tỷ trọng giữa các macro-haplogroup để đánh giá tính đại diện của dữ liệu. Đây là thông tin quan trọng cho cả nghiên cứu và giám định thực tiễn.	bar chart, Haplogroup, số lượng mẫu, macro-haplogroup, M, B, Việt Nam, phân bố		figure_faq	bar2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
40	Phân bố địa lý của Haplogroup B và Haplogroup M tại Việt Nam khác nhau như thế nào?	Biểu đồ cột hỗ trợ so sánh phân bố địa lý giữa Haplogroup B và Haplogroup M trong quần thể Việt Nam, từ đó làm rõ sự khác biệt khu vực hoặc dân tộc. Thông tin này giúp hệ thống đánh giá tính đa dạng địa lý của dữ liệu tham chiếu. Trong giám định hài cốt liệt sĩ, biểu đồ đóng vai trò quan trọng khi cần xác định nguồn gốc khu vực của mẫu.	bar chart, Haplogroup, số lượng mẫu, macro-haplogroup, M, B, Việt Nam, phân bố		figure_faq	bar2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
41	Biểu đồ cột thể hiện tỷ lệ FST giữa các cặp quần thể nào tại Việt Nam?	Biểu đồ cột thể hiện chỉ số FST (Fixation Index) giữa các cặp quần thể theo vùng miền tại Việt Nam, giúp đo lường mức độ khác biệt di truyền. Nó cung cấp cái nhìn trực quan về mối quan hệ di truyền giữa các nhóm dân tộc và vùng miền. Trong hệ thống giám định, biểu đồ này hỗ trợ đánh giá độ tin cậy khi sử dụng quần thể tham chiếu.	bar chart, FST, fixation index, quần thể, vùng miền, khác biệt di truyền, Việt Nam		figure_faq	bar3	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar3	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
42	Cặp quần thể nào có FST cao nhất và giá trị cụ thể là bao nhiêu?	Biểu đồ cột làm nổi bật cặp quần thể có mức độ khác biệt di truyền cao nhất thông qua chiều cao cột FST lớn nhất. Người dùng có thể nhanh chóng nhận diện những nhóm cần chú ý khi so sánh mẫu hài cốt. Thông tin này giúp tối ưu hóa lựa chọn quần thể tham chiếu trong quy trình giám định.	bar chart, FST, fixation index, quần thể, vùng miền, khác biệt di truyền, Việt Nam		figure_faq	bar3	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar3	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
43	FST cao hay thấp phản ánh mối quan hệ di truyền như thế nào giữa các quần thể?	Biểu đồ cột giải thích rõ FST cao nghĩa là khác biệt di truyền lớn, còn FST thấp cho thấy sự gần gũi di truyền giữa các quần thể. Người dùng có thể sử dụng thông tin này để hiểu cấu trúc di truyền tổng thể của Việt Nam. Đây là công cụ quan trọng để đánh giá tính phù hợp của cơ sở dữ liệu tham chiếu.	bar chart, FST, fixation index, quần thể, vùng miền, khác biệt di truyền, Việt Nam		figure_faq	bar3	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar3	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
44	Chỉ số FST bao nhiêu cho thấy hai quần thể có nguồn gốc chung gần?	Biểu đồ cột giúp người dùng nhận diện ngưỡng FST thấp tương ứng với mối quan hệ di truyền gần giữa các quần thể. Thông tin này hỗ trợ quyết định xem mẫu hài cốt có thể sử dụng quần thể nào làm tham chiếu. Biểu đồ đóng vai trò then chốt trong việc nâng cao độ chính xác của phân tích di truyền.	bar chart, FST, fixation index, quần thể, vùng miền, khác biệt di truyền, Việt Nam		figure_faq	bar3	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar3	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
45	Khi FST giữa hai nhóm dân tộc cao, điều đó ảnh hưởng gì đến việc so sánh huyết thống?	Biểu đồ cột cảnh báo khi FST cao giữa hai nhóm dân tộc, nghĩa là sự khác biệt di truyền lớn và cần thận trọng khi so sánh huyết thống. Người dùng có thể điều chỉnh chiến lược đối sánh hoặc bổ sung dữ liệu tham chiếu. Trong giám định hài cốt liệt sĩ, thông tin này giúp tránh sai lệch và tăng độ tin cậy kết quả.	bar chart, FST, fixation index, quần thể, vùng miền, khác biệt di truyền, Việt Nam		figure_faq	bar3	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar3	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
46	Biểu đồ cột thể hiện tỷ lệ trùng khớp ADN giữa hài cốt và mẫu thân nhân nào?	Biểu đồ cột thể hiện tỷ lệ trùng khớp ADN giữa dữ liệu HV1, HV2, HV3 của hài cốt với các mẫu thân nhân trong hệ thống xác nhận danh tính. Nó giúp người dùng đánh giá mức độ khớp nối giữa hài cốt và thân nhân một cách trực quan. Trong quy trình giám định, biểu đồ này là công cụ quan trọng để ưu tiên các cặp có tỷ lệ trùng khớp cao.	bar chart, trùng khớp, match, HV1, HV2, HV3, hài cốt, thân nhân, xác nhận		figure_faq	bar4	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar4	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
47	Cặp nào có tỷ lệ trùng khớp cao nhất và giá trị cụ thể là bao nhiêu?	Biểu đồ cột làm nổi bật cặp hài cốt – thân nhân có tỷ lệ trùng khớp ADN cao nhất, giúp người dùng nhanh chóng xác định các trường hợp có khả năng thành công cao. Thông tin này hỗ trợ ưu tiên xử lý và xác nhận danh tính. Biểu đồ đóng góp trực tiếp vào hiệu quả vận hành hệ thống giám định.	bar chart, trùng khớp, match, HV1, HV2, HV3, hài cốt, thân nhân, xác nhận		figure_faq	bar4	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar4	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
48	Tỷ lệ trùng khớp thấp cần xác minh bổ sung như thế nào?	Biểu đồ cột cảnh báo rõ các cặp có tỷ lệ trùng khớp thấp, hướng dẫn người dùng thực hiện các bước xác minh bổ sung như thu thập thêm mẫu hoặc kiểm tra lại dữ liệu. Việc xử lý kịp thời các trường hợp thấp giúp nâng cao tỷ lệ thành công tổng thể. Đây là công cụ thực tiễn quan trọng trong quy trình giám định hài cốt liệt sĩ.	bar chart, trùng khớp, match, HV1, HV2, HV3, hài cốt, thân nhân, xác nhận		figure_faq	bar4	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar4	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
49	Điểm trùng khớp ADN trên HV1, HV2, HV3 cần đạt bao nhiêu để xác nhận quan hệ huyết thống?	Biểu đồ cột cung cấp cái nhìn trực quan về ngưỡng trùng khớp ADN trên HV1, HV2, HV3 cần đạt để xác nhận quan hệ huyết thống. Người dùng có thể so sánh các cột để đánh giá mức độ tin cậy của từng cặp. Biểu đồ hỗ trợ đưa ra quyết định khoa học và khách quan trong hệ thống.	bar chart, trùng khớp, match, HV1, HV2, HV3, hài cốt, thân nhân, xác nhận		figure_faq	bar4	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar4	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
50	Làm thế nào để xác định mẫu thân nhân phù hợp nhất cho đối sánh với hài cốt?	Biểu đồ cột giúp người dùng chọn mẫu thân nhân phù hợp nhất bằng cách so sánh tỷ lệ trùng khớp ADN trên HV1, HV2, HV3. Thông tin này hỗ trợ tối ưu hóa quy trình đối sánh và giảm thời gian xử lý. Trong giám định hài cốt liệt sĩ, biểu đồ này là công cụ then chốt để nâng cao hiệu quả xác nhận danh tính.	bar chart, trùng khớp, match, HV1, HV2, HV3, hài cốt, thân nhân, xác nhận		figure_faq	bar4	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar4	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
51	Biểu đồ cột thể hiện số lượng mẫu phân bố theo độ sâu giải trình tự (depth) nào?	Biểu đồ cột thể hiện phân bố số lượng mẫu theo độ sâu giải trình tự (depth) trong NGS, giúp đánh giá mức độ tin cậy của dữ liệu khi đọc bazơ. Nó cho thấy rõ các khoảng depth phổ biến và khoảng depth thấp cần chú ý. Trong hệ thống giám định, biểu đồ này hỗ trợ kiểm soát chất lượng dữ liệu mtDNA trước khi đối sánh.	bar chart, depth, coverage, NGS, bazơ, read, heteroplasmy, độ tin cậy, mẫu		figure_faq	bar5	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar5	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
52	Ngưỡng depth tối thiểu để đạt độ tin cậy trong phân tích heteroplasmy là bao nhiêu?	Biểu đồ cột giúp người dùng nhận diện ngưỡng depth tối thiểu cần đạt để phân tích heteroplasmy một cách đáng tin cậy. Các cột ở khoảng depth thấp sẽ cảnh báo mẫu cần xử lý bổ sung. Đây là công cụ quan trọng để đảm bảo chất lượng dữ liệu trong toàn bộ quy trình giám định.	bar chart, depth, coverage, NGS, bazơ, read, heteroplasmy, độ tin cậy, mẫu		figure_faq	bar5	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar5	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
53	Mẫu có depth thấp cần xử lý bổ sung như thế nào?	Biểu đồ cột làm nổi bật các mẫu có depth thấp, hướng dẫn người dùng thực hiện các bước xử lý bổ sung như tăng số read hoặc kiểm tra lại thư viện. Việc cải thiện depth giúp nâng cao độ tin cậy tổng thể của dữ liệu. Biểu đồ này hỗ trợ vận hành thực tế và duy trì tiêu chuẩn chất lượng NGS.	bar chart, depth, coverage, NGS, bazơ, read, heteroplasmy, độ tin cậy, mẫu		figure_faq	bar5	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar5	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
54	Độ sâu giải trình tự (depth) trong NGS là gì và tại sao nó quan trọng?	Biểu đồ cột giải thích rõ khái niệm depth và tầm quan trọng của nó trong NGS, giúp người dùng hiểu tại sao depth cao lại cần thiết cho phân tích heteroplasmy và variant calling. Thông tin này hỗ trợ đội ngũ kỹ thuật duy trì chất lượng dữ liệu ổn định. Trong giám định hài cốt liệt sĩ, depth là yếu tố quyết định độ tin cậy của kết quả.	bar chart, depth, coverage, NGS, bazơ, read, heteroplasmy, độ tin cậy, mẫu		figure_faq	bar5	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar5	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
55	Làm thế nào để cải thiện depth khi mẫu hài cốt có chất lượng kém?	Biểu đồ cột hướng dẫn cách cải thiện depth cho mẫu hài cốt chất lượng kém bằng cách xác định rõ khoảng depth thấp và áp dụng các biện pháp kỹ thuật phù hợp. Người dùng có thể theo dõi tiến độ cải thiện qua biểu đồ. Đây là công cụ thực tiễn giúp nâng cao chất lượng dữ liệu trong toàn hệ thống giám định.	bar chart, depth, coverage, NGS, bazơ, read, heteroplasmy, độ tin cậy, mẫu		figure_faq	bar5	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	bar5	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
56	Biểu đồ Admixture thể hiện cấu trúc di truyền nguồn gốc tổ tiên với bao nhiêu thành phần (K)?	Biểu đồ Admixture thể hiện cấu trúc di truyền nguồn gốc tổ tiên bằng cách phân tích tỷ lệ ancestry components với số thành phần K khác nhau. Nó giúp người dùng quan sát sự pha trộn di truyền của từng cá thể hoặc quần thể. Trong hệ thống giám định, biểu đồ này hỗ trợ xác định nguồn gốc tổ tiên của mẫu hài cốt một cách khoa học.	Admixture, Structure, cấu trúc di truyền, nguồn gốc, tổ tiên, Châu Á, Châu Âu, phần trăm, K		figure_faq	admixture1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	admixture1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
57	Cá thể nào trong biểu đồ có tỷ lệ gen Châu Á cao nhất và giá trị cụ thể?	Biểu đồ Admixture cho phép người dùng xác định cá thể hoặc nhóm có tỷ lệ ancestry Châu Á cao nhất thông qua màu sắc và chiều dài thanh. Thông tin này phản ánh đặc trưng di truyền phổ biến trong quần thể Việt Nam. Biểu đồ hỗ trợ đánh giá tính đại diện của cơ sở dữ liệu tham chiếu.	Admixture, Structure, cấu trúc di truyền, nguồn gốc, tổ tiên, Châu Á, Châu Âu, phần trăm, K		figure_faq	admixture1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	admixture1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
58	Khi K tăng, biểu đồ Admixture cho thấy sự phân chia di truyền thay đổi như thế nào?	Biểu đồ Admixture minh họa rõ sự thay đổi của cấu trúc di truyền khi tăng số thành phần K, giúp người dùng hiểu sâu hơn về độ phức tạp của quần thể. Mỗi mức K cung cấp một góc nhìn khác nhau về nguồn gốc tổ tiên. Đây là công cụ quan trọng để chọn K phù hợp nhất trong phân tích thực tế.	Admixture, Structure, cấu trúc di truyền, nguồn gốc, tổ tiên, Châu Á, Châu Âu, phần trăm, K		figure_faq	admixture1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	admixture1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
59	Admixture cho biết một người mang bao nhiêu phần trăm gen của người Châu Á, Châu Âu?	Biểu đồ Admixture cung cấp tỷ lệ phần trăm gen Châu Á, Châu Âu và các thành phần khác trên từng cá thể, giúp hiểu rõ nguồn gốc tổ tiên hỗn hợp. Thông tin này hỗ trợ so sánh mẫu hài cốt với quần thể tham chiếu. Biểu đồ đóng vai trò quan trọng trong phân tích di truyền nguồn gốc.	Admixture, Structure, cấu trúc di truyền, nguồn gốc, tổ tiên, Châu Á, Châu Âu, phần trăm, K		figure_faq	admixture1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	admixture1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
60	Khi nào nên chọn K=3 hoặc K=4 trong phân tích Admixture để kết quả có ý nghĩa?	Biểu đồ Admixture hướng dẫn người dùng chọn mức K phù hợp (ví dụ K=3 hoặc K=4) để kết quả phân tích cấu trúc di truyền có ý nghĩa khoa học cao nhất. Việc chọn K đúng giúp tránh over-fitting hoặc under-fitting. Trong giám định hài cốt liệt sĩ, lựa chọn này ảnh hưởng trực tiếp đến độ chính xác của kết quả nguồn gốc tổ tiên.	Admixture, Structure, cấu trúc di truyền, nguồn gốc, tổ tiên, Châu Á, Châu Âu, phần trăm, K		figure_faq	admixture1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	admixture1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
61	Biểu đồ đám mây từ khóa thể hiện những thuật ngữ phổ biến nào trong giám định ADN?	Biểu đồ đám mây từ khóa (wordcloud) thể hiện các thuật ngữ phổ biến nhất xuất hiện trong kết quả dự đoán dân tộc và châu lục của hệ thống. Kích thước chữ càng lớn thì thuật ngữ càng được dự đoán nhiều, giúp người dùng nhanh chóng nắm bắt xu hướng dự đoán ancestry. Trong hệ thống giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ đánh giá chất lượng mô hình dự đoán nguồn gốc di truyền và xác định các từ khóa cốt lõi cần chú ý.	wordcloud, đám mây từ, thuật ngữ, giám định ADN, STR, mtADN, Haplogroup, từ khóa		figure_faq	cloud1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	cloud1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
62	Thuật ngữ nào có kích thước lớn nhất trong đám mây từ và mang ý nghĩa gì?	Biểu đồ đám mây từ khóa làm nổi bật những thuật ngữ có kích thước lớn nhất, giúp người dùng nhận diện ngay các dân tộc hoặc châu lục được dự đoán phổ biến nhất trong hệ thống. Thông tin này phản ánh xu hướng ancestry của dữ liệu hiện tại. Trong giám định ADN, biểu đồ hỗ trợ đánh giá tính đại diện của mô hình dự đoán và điều chỉnh thuật toán khi cần.	wordcloud, đám mây từ, thuật ngữ, giám định ADN, STR, mtADN, Haplogroup, từ khóa		figure_faq	cloud1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	cloud1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
63	Đám mây từ khóa giúp người dùng hiểu những khái niệm cốt lõi nào của hệ thống?	Biểu đồ đám mây từ khóa cung cấp cái nhìn tổng quan về các khái niệm cốt lõi thường xuất hiện trong kết quả dự đoán dân tộc và châu lục. Người dùng có thể nhanh chóng nắm bắt trọng tâm của hệ thống mà không cần đọc báo cáo dài. Đây là công cụ trực quan hữu ích cho cả nhà phân tích và quản lý dữ liệu trong quy trình giám định hài cốt liệt sĩ.	wordcloud, đám mây từ, thuật ngữ, giám định ADN, STR, mtADN, Haplogroup, từ khóa		figure_faq	cloud1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	cloud1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
64	Từ khóa nào liên quan đến giám định huyết thống xuất hiện nhiều nhất trong đám mây?	Biểu đồ đám mây từ khóa làm nổi bật các từ khóa liên quan đến giám định huyết thống và ancestry, giúp người dùng hiểu rõ trọng tâm ứng dụng thực tế của hệ thống. Việc quan sát tần suất xuất hiện hỗ trợ đánh giá hiệu suất mô hình dự đoán. Trong hệ thống giám định ADN, biểu đồ này hỗ trợ tối ưu hóa quy trình và đào tạo người dùng mới.	wordcloud, đám mây từ, thuật ngữ, giám định ADN, STR, mtADN, Haplogroup, từ khóa		figure_faq	cloud1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	cloud1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
65	Làm thế nào để tìm kiếm thông tin về một thuật ngữ cụ thể trong hệ thống dựa trên đám mây từ khóa?	Biểu đồ đám mây từ khóa cho phép người dùng click hoặc tìm kiếm trực tiếp các thuật ngữ nổi bật để truy cập thông tin chi tiết trong hệ thống. Cách này giúp rút ngắn thời gian tra cứu và hiểu sâu hơn về khái niệm. Đây là công cụ hỗ trợ đào tạo và vận hành hệ thống giám định hài cốt liệt sĩ một cách hiệu quả.	wordcloud, đám mây từ, thuật ngữ, giám định ADN, STR, mtADN, Haplogroup, từ khóa		figure_faq	cloud1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	cloud1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
66	Biểu đồ luống (Ridge Plot) thể hiện phân phối dữ liệu bazơ của đơn vị xét nghiệm nào?	Biểu đồ luống (Ridge Plot) hiển thị phân phối tổng số bazơ giải trình tự theo từng trung tâm xét nghiệm dưới dạng các đỉnh núi xếp chồng. Nó giúp người dùng so sánh mật độ và phạm vi dữ liệu giữa các đơn vị một cách trực quan. Trong hệ thống giám định, biểu đồ này hỗ trợ đánh giá chất lượng và năng suất của từng trung tâm.	ridge plot, biểu đồ luống, phân phối, bazơ, so sánh, mật độ, đơn vị xét nghiệm		figure_faq	ridge1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
67	Đơn vị nào có đỉnh phân phối cao nhất và vị trí bazơ cụ thể là bao nhiêu?	Biểu đồ luống làm nổi bật đơn vị xét nghiệm có đỉnh phân phối bazơ cao nhất, giúp người dùng nhận diện trung tâm có khối lượng dữ liệu lớn nhất. Việc so sánh các đỉnh hỗ trợ đánh giá hiệu quả hoạt động của từng đơn vị. Trong quy trình giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ quản lý tài nguyên và lập kế hoạch thu thập dữ liệu.	ridge plot, biểu đồ luống, phân phối, bazơ, so sánh, mật độ, đơn vị xét nghiệm		figure_faq	ridge1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
68	So sánh phân phối bazơ giữa các đơn vị xét nghiệm cho thấy điều gì về chất lượng dữ liệu?	Biểu đồ luống cho phép so sánh phân phối bazơ giữa các đơn vị xét nghiệm, giúp phát hiện sự khác biệt về chất lượng và khối lượng dữ liệu. Đỉnh cao và hẹp thường cho thấy dữ liệu đồng đều và chất lượng tốt. Đây là công cụ quan trọng để quản lý hệ thống duy trì tiêu chuẩn chất lượng NGS.	ridge plot, biểu đồ luống, phân phối, bazơ, so sánh, mật độ, đơn vị xét nghiệm		figure_faq	ridge1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
69	Ridge Plot giúp so sánh mật độ dữ liệu giữa các đơn vị xét nghiệm như thế nào?	Biểu đồ luống sử dụng hình dạng các đỉnh núi để so sánh mật độ dữ liệu bazơ giữa các đơn vị xét nghiệm một cách trực quan và dễ hiểu. Người dùng có thể nhanh chóng nhận biết đơn vị nào có phân phối rộng hay hẹp. Trong hệ thống giám định, biểu đồ này hỗ trợ đánh giá và cải thiện quy trình xét nghiệm.	ridge plot, biểu đồ luống, phân phối, bazơ, so sánh, mật độ, đơn vị xét nghiệm		figure_faq	ridge1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
70	Làm thế nào để phát hiện mẫu có phân phối bazơ bất thường qua Ridge Plot?	Biểu đồ luống giúp phát hiện nhanh các mẫu có phân phối bazơ bất thường (đỉnh lệch hoặc quá thấp) so với các đơn vị khác. Người dùng có thể sử dụng thông tin này để kiểm tra và xử lý mẫu nghi vấn kịp thời. Đây là công cụ thực tiễn quan trọng để đảm bảo chất lượng dữ liệu trong toàn hệ thống.	ridge plot, biểu đồ luống, phân phối, bazơ, so sánh, mật độ, đơn vị xét nghiệm		figure_faq	ridge1	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge1	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
71	Biểu đồ luống (Ridge Plot) thể hiện phân phối khoảng cách di truyền giữa các cặp mẫu nào?	Biểu đồ luống (Ridge Plot) thể hiện phân phối khoảng cách di truyền giữa các cặp mẫu ADN, giúp đánh giá mức độ quan hệ huyết thống một cách trực quan. Nó hiển thị tần suất xuất hiện của các khoảng cách khác nhau dưới dạng các đỉnh núi. Trong hệ thống giám định hài cốt liệt sĩ, biểu đồ này hỗ trợ phân loại mức độ gần gũi di truyền giữa hài cốt và thân nhân.	ridge plot, khoảng cách di truyền, genetic distance, bazơ, HV1, STR, locus, phân phối, mẫu		figure_faq	ridge2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
72	Khoảng cách di truyền nào có tần suất xuất hiện cao nhất trong biểu đồ?	Biểu đồ luống làm nổi bật khoảng cách di truyền có tần suất xuất hiện cao nhất, giúp người dùng nhận diện mức độ quan hệ phổ biến nhất trong dữ liệu. Thông tin này hỗ trợ thiết lập ngưỡng đối sánh phù hợp. Biểu đồ đóng vai trò quan trọng trong việc tối ưu hóa thuật toán xác nhận danh tính.	ridge plot, khoảng cách di truyền, genetic distance, bazơ, HV1, STR, locus, phân phối, mẫu		figure_faq	ridge2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
73	Khoảng cách di truyền lớn phản ánh mối quan hệ huyết thống như thế nào giữa các mẫu?	Biểu đồ luống giải thích rõ khoảng cách di truyền lớn thường phản ánh mối quan hệ huyết thống xa hoặc không có quan hệ. Người dùng có thể sử dụng thông tin này để loại trừ các cặp không phù hợp. Đây là công cụ trực quan giúp nâng cao độ chính xác của quy trình giám định.	ridge plot, khoảng cách di truyền, genetic distance, bazơ, HV1, STR, locus, phân phối, mẫu		figure_faq	ridge2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
74	Khoảng cách di truyền được tính bằng số bazơ khác nhau giữa hai trình tự ADN như thế nào?	Biểu đồ luống minh họa cách tính khoảng cách di truyền dựa trên số bazơ khác nhau giữa hai trình tự ADN trên các vùng HV1, HV2, HV3 hoặc STR. Người dùng có thể hiểu rõ cơ sở toán học đằng sau biểu đồ. Thông tin này hỗ trợ đào tạo và vận hành hệ thống giám định một cách khoa học.	ridge plot, khoảng cách di truyền, genetic distance, bazơ, HV1, STR, locus, phân phối, mẫu		figure_faq	ridge2	internal-figure-faq	Bộ câu hỏi đáp hình minh họa giám định ADN	Chatbot - nội dung dự án	1.0	ridge2	2026-08-12	2026-08-12	Dữ liệu dự án hiện hành	approved
